timestamp,installationId,hpHeat
2023-11-27 16:22:18,1228,0
2023-11-27 17:00:00,1228,783
2023-11-27 18:00:01,1228,4318
2023-11-27 19:00:09,1228,10049
2023-11-27 20:00:10,1228,14121
2023-11-27 21:00:05,1228,16050
2023-11-27 22:00:12,1228,16050
2023-11-27 23:00:08,1228,16050
2023-11-28 00:00:13,1228,16050
2023-11-28 01:00:13,1228,16050
2023-11-28 02:00:01,1228,16050
2023-11-28 03:00:04,1228,16050
2023-11-28 04:00:08,1228,16050
2023-11-28 05:00:11,1228,16614
2023-11-28 06:00:14,1228,21514
2023-11-28 07:00:03,1228,25852
2023-11-28 08:00:06,1228,29691
2023-11-28 09:00:09,1228,34245
2023-11-28 10:00:12,1228,39089
2023-11-28 11:00:01,1228,44006
2023-11-28 12:00:04,1228,48870
2023-11-28 13:00:07,1228,53944
2023-11-28 14:00:11,1228,59012
2023-11-28 15:00:14,1228,63979
2023-11-28 16:00:02,1228,68619
2023-11-28 17:00:05,1228,73838
2023-11-28 18:00:09,1228,79017
2023-11-28 19:00:12,1228,85099
2023-11-28 20:00:00,1228,89252
2023-11-28 21:00:04,1228,93009
2023-11-28 22:00:07,1228,94226
2023-11-28 23:00:10,1228,94850
2023-11-29 00:00:14,1228,95146
2023-11-29 01:00:02,1228,95193
2023-11-29 02:00:05,1228,96080
2023-11-29 03:00:09,1228,96773
2023-11-29 04:00:12,1228,100438
2023-11-29 05:00:01,1228,101128
2023-11-29 06:00:05,1228,101660
2023-11-29 07:00:09,1228,103138
2023-11-29 08:00:14,1228,103456
2023-11-29 09:00:02,1228,103964
2023-11-29 10:00:05,1228,107998
2023-11-29 11:00:09,1228,113175
2023-11-29 12:00:12,1228,117482
2023-11-29 13:00:00,1228,122419
2023-11-29 14:00:04,1228,127278
2023-11-29 15:00:07,1228,130875
2023-11-29 16:00:10,1228,134433
2023-11-29 17:00:14,1228,136964
2023-11-29 18:00:02,1228,138796
2023-11-29 19:00:06,1228,141689
2023-11-29 20:00:10,1228,142245
2023-11-29 21:00:13,1228,143061
2023-11-29 22:00:02,1228,143495
2023-11-29 23:00:05,1228,144022
2023-11-30 00:00:08,1228,144291
2023-11-30 01:00:12,1228,144621
2023-11-30 02:00:00,1228,144967
2023-11-30 03:00:04,1228,145232
2023-11-30 04:00:08,1228,145616
2023-11-30 05:00:11,1228,145839
2023-11-30 06:00:00,1228,146510
2023-11-30 07:00:04,1228,146944
2023-11-30 08:00:07,1228,147570
2023-11-30 09:00:10,1228,147698
2023-11-30 10:00:14,1228,147968
2023-11-30 11:00:03,1228,148266
2023-11-30 12:00:06,1228,148589
2023-11-30 13:00:10,1228,148624
2023-11-30 14:00:14,1228,148648
2023-11-30 15:00:02,1228,148708
2023-11-30 16:00:05,1228,148979
2023-11-30 17:00:09,1228,149191
2023-11-30 18:00:13,1228,149988
2023-11-30 19:00:01,1228,150627
2023-11-30 20:00:05,1228,151189
2023-11-30 21:00:09,1228,151346
2023-11-30 22:00:12,1228,151662
2023-11-30 23:00:01,1228,152107
2023-12-01 00:00:04,1228,152471
2023-12-01 01:00:08,1228,152749
2023-12-01 02:00:11,1228,153167
2023-12-01 03:00:00,1228,153619
2023-12-01 04:00:04,1228,153952
2023-12-01 05:00:07,1228,154115
2023-12-01 06:00:11,1228,154279
2023-12-01 07:00:14,1228,154462
2023-12-01 08:00:03,1228,154671
2023-12-01 09:00:06,1228,154772
2023-12-01 10:00:10,1228,154960
2023-12-01 11:00:13,1228,155025
2023-12-01 12:00:02,1228,155121
2023-12-01 13:00:05,1228,155323
2023-12-01 14:00:09,1228,157338
2023-12-01 15:00:12,1228,160172
2023-12-01 16:00:01,1228,163688
2023-12-01 17:00:04,1228,167061
2023-12-01 18:00:08,1228,168923
2023-12-01 19:00:11,1228,171670
2023-12-01 20:00:14,1228,172051
2023-12-01 21:00:02,1228,172051
2023-12-01 22:00:06,1228,172051
2023-12-01 23:00:09,1228,175104
2023-12-02 00:00:12,1228,180933
2023-12-02 01:00:01,1228,185281
2023-12-02 02:00:04,1228,190705
2023-12-02 03:00:08,1228,195803
2023-12-02 04:00:11,1228,201070
2023-12-02 05:00:14,1228,206368
2023-12-02 06:00:03,1228,211449
2023-12-02 07:00:06,1228,216453
2023-12-02 08:00:09,1228,221185
2023-12-02 09:00:13,1228,223756
2023-12-02 10:00:01,1228,227370
2023-12-02 11:00:05,1228,230408
2023-12-02 12:00:08,1228,234422
2023-12-02 13:00:11,1228,238295
2023-12-02 14:00:01,1228,241890
2023-12-02 15:00:06,1228,247683
2023-12-02 16:00:09,1228,252503
2023-12-02 17:00:12,1228,257089
2023-12-02 18:00:00,1228,261955
2023-12-02 19:00:04,1228,266196
2023-12-02 20:00:07,1228,267738
2023-12-02 21:00:10,1228,267738
2023-12-02 22:00:13,1228,267738
2023-12-02 23:00:01,1228,267738
2023-12-03 00:00:05,1228,270898
2023-12-03 01:00:08,1228,276430
2023-12-03 02:00:11,1228,282298
2023-12-03 03:00:14,1228,288485
2023-12-03 04:00:03,1228,294919
2023-12-03 05:00:06,1228,300989
2023-12-03 06:00:09,1228,307095
2023-12-03 07:00:12,1228,311762
2023-12-03 08:00:00,1228,316427
2023-12-03 09:00:03,1228,321962
2023-12-03 10:00:06,1228,327239
2023-12-03 11:00:09,1228,332200
2023-12-03 12:00:12,1228,336412
2023-12-03 13:00:01,1228,340996
2023-12-03 14:00:04,1228,346408
2023-12-03 15:00:07,1228,351512
2023-12-03 16:00:11,1228,356665
2023-12-03 17:00:14,1228,362040
2023-12-03 18:00:02,1228,367077
2023-12-03 19:00:05,1228,372069
2023-12-03 20:00:08,1228,377812
2023-12-03 21:00:11,1228,382090
2023-12-03 22:00:14,1228,386616
2023-12-03 23:00:03,1228,391471
2023-12-04 00:00:06,1228,396605
2023-12-04 01:00:09,1228,401801
2023-12-04 02:00:12,1228,407426
2023-12-04 03:00:00,1228,412886
2023-12-04 04:00:03,1228,418462
2023-12-04 05:00:07,1228,424249
2023-12-04 06:00:10,1228,430175
2023-12-04 07:00:13,1228,436186
2023-12-04 08:00:01,1228,441835
2023-12-04 09:00:03,1228,448258
2023-12-04 10:00:07,1228,454385
2023-12-04 11:00:10,1228,460222
2023-12-04 12:00:13,1228,465999
2023-12-04 13:00:02,1228,470599
2023-12-04 14:00:05,1228,474997
2023-12-04 15:00:09,1228,479370
2023-12-04 16:00:12,1228,484743
2023-12-04 17:00:00,1228,486043
2023-12-04 18:00:03,1228,486043
2023-12-04 19:00:06,1228,486043
2023-12-04 20:00:09,1228,486043
2023-12-04 21:00:13,1228,486043
2023-12-04 22:00:01,1228,486043
2023-12-04 23:00:04,1228,486043
2023-12-05 00:00:07,1228,486043
2023-12-05 01:00:11,1228,486043
2023-12-05 02:00:14,1228,486043
2023-12-05 03:00:02,1228,486043
2023-12-05 04:00:05,1228,486043
2023-12-05 05:00:08,1228,486043
2023-12-05 06:00:12,1228,486043
2023-12-05 07:00:00,1228,486043
2023-12-05 08:00:03,1228,486043
2023-12-05 09:00:06,1228,486043
2023-12-05 10:00:09,1228,486043
2023-12-05 11:00:13,1228,486043
2023-12-05 12:00:01,1228,486339
2023-12-05 13:00:04,1228,491290
2023-12-05 14:00:08,1228,496105
2023-12-05 15:00:11,1228,501572
2023-12-05 16:00:14,1228,507332
2023-12-05 17:00:02,1228,513232
2023-12-05 18:00:06,1228,519149
2023-12-05 19:00:09,1228,525047
2023-12-05 20:00:12,1228,531275
2023-12-05 21:00:00,1228,537538
2023-12-05 22:00:03,1228,544095
2023-12-05 23:00:07,1228,550620
